features_ID,bedrooms,squareFootage,bathrooms,lotSize,features
278,2.0,1144.0,2.5,8712.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Fiberglass', 'unitCount': 1}"
279,3.0,1656.0,2.5,6882.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}"
280,4.0,2756.0,2.5,17860.0,unknown
281,3.0,2270.0,2.0,9000.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 2, 'foundationType': 'Stone', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt'}"
282,4.0,2318.0,3.5,0.0,unknown
283,4.0,2394.0,3.0,9372.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'garage': True, 'garageType': 'Attached', 'roofType': 'Shingle', 'unitCount': 1}"
284,2.0,1763.0,2.0,66563.0,"{'architectureType': 'Condo / Apartment', 'heating': True, 'heatingType': 'Central', 'pool': True, 'unitCount': 1}"
285,3.0,3357.0,3.0,9588.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle'}"
286,2.0,2240.0,1.0,0.0,unknown
287,0.0,2922.0,3.0,11326.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}"
288,0.0,1059.0,2.0,11148.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Concrete Tile', 'roomCount': 5}"
289,0.0,1442.0,2.0,5100.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}"
290,3.0,1836.0,2.0,10163.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}"
291,0.0,0.0,0.0,0.0,{}
292,2.0,954.0,1.0,436.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'heating': True, 'heatingType': 'Central', 'roomCount': 4}"
293,0.0,864.0,1.0,13547.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}"
294,3.0,2568.0,2.0,8276.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}"
295,4.0,1982.0,2.0,3003.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Shingle', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Metal', 'unitCount': 1}"
296,3.0,1250.0,2.5,9196.0,"{'architectureType': 'Bi-Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Basement', 'heating': True, 'heatingType': 'Heat Pump', 'roomCount': 6, 'unitCount': 1}"
297,4.0,1656.0,2.0,14692.0,"{'heating': True, 'heatingType': 'Floor / Wall', 'pool': True, 'unitCount': 1}"
298,2.0,0.0,2.0,0.0,unknown
299,0.0,0.0,0.0,18731.0,{'architectureType': 'Mobile Home'}
300,0.0,1437.0,0.0,14985.0,{'floorCount': 1}
301,0.0,0.0,0.0,0.0,unknown
302,2.0,1026.0,2.0,7279.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}"
303,1.0,628.0,1.0,0.0,unknown
304,0.0,3046.0,0.0,8276.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 2, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 2, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile', 'unitCount': 1}"
305,0.0,2436.0,0.0,2500.0,"{'floorCount': 2, 'garage': True, 'garageSpaces': 3, 'garageType': 'Detached', 'exteriorType': 'Wood'}"
306,4.0,1644.0,2.5,8407.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Gas', 'roomCount': 8, 'unitCount': 1}"
307,0.0,0.0,0.0,0.0,{}
308,1.0,673.0,1.0,0.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Basement', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 3, 'unitCount': 1}"
309,3.0,1310.0,2.0,32234.0,"{'cooling': True, 'exteriorType': 'Wood Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Crawl / Raised', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Asphalt', 'roomCount': 6}"
310,3.0,2208.0,2.5,422532.0,"{'floorCount': 2, 'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Hot Air', 'architectureType': 'Colonial'}"
311,2.0,831.0,2.0,0.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 4}"
312,3.0,1680.0,2.0,76796.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}"
313,4.0,2764.0,3.5,7884.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Gas', 'roofType': 'Composition Shingle', 'roomCount': 8}"
314,3.0,1949.0,2.5,13068.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}"
315,4.0,1920.0,1.0,2200.0,"{'exteriorType': 'Brick', 'floorCount': 2, 'roomCount': 7, 'unitCount': 1, 'viewType': 'Average'}"
316,2.0,1288.0,1.5,20592.0,"{'architectureType': 'Ranch', 'exteriorType': 'OTHER', 'fireplace': True, 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Radiant', 'roofType': 'Composition Shingle', 'unitCount': 1}"
317,6.0,2212.0,3.0,4792.0,"{'garage': True, 'garageType': 'Garage', 'roomCount': 10, 'unitCount': 1}"
318,4.0,976.0,2.0,11600.0,"{'architectureType': 'Bi-Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}"
319,3.0,1130.0,1.0,4000.0,"{'cooling': True, 'coolingType': 'Central', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}"
320,3.0,1274.0,1.5,13068.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'unitCount': 1}"
321,0.0,0.0,0.0,59677.0,unknown
322,2.0,1502.0,2.0,858.0,"{'architectureType': 'Two Family', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5}"
323,3.0,1440.0,2.0,19166.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}"
324,2.0,1236.0,2.0,54450.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}"
325,3.0,850.0,1.0,10454.0,"{'architectureType': 'Split Entry', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Combination', 'foundationType': 'Block', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1, 'floorCount': 1}"
326,3.0,1104.0,1.5,5662.0,"{'architectureType': 'Colonial', 'garage': True, 'garageType': 'Garage', 'unitCount': 1}"
327,6.0,4058.0,4.0,7405.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Tile', 'roomCount': 10, 'architectureType': '2+ Story'}"
328,3.0,1548.0,2.0,7400.0,"{'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'unitCount': 1}"
329,3.0,2900.0,3.0,0.0,unknown
330,3.0,1012.0,1.0,7760.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'foundationType': 'Concrete', 'roofType': 'Composition Shingle', 'unitCount': 1}"
331,0.0,2327.0,2.0,9420.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 7, 'unitCount': 1}"
332,4.0,2440.0,2.5,15115.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'In-Ground Vinyl Pool', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}"
333,0.0,0.0,0.0,0.0,{}
334,3.0,1280.0,1.0,6598.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}"
335,3.0,2208.0,2.0,7144.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}"
336,0.0,0.0,0.0,0.0,{}
337,3.0,3125.0,3.5,14985.0,"{'architectureType': 'Modern', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Gas', 'roomCount': 7, 'unitCount': 1}"
338,0.0,1783.0,0.0,4950.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Tile', 'unitCount': 1}"
339,0.0,0.0,0.0,0.0,{}
340,5.0,7846.0,7.0,233046.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shingle', 'roomCount': 11}"
341,3.0,2175.0,2.5,5776.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 7, 'unitCount': 1}"
342,2.0,616.0,1.0,6970.0,"{'cooling': True, 'coolingType': 'Evaporative', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'foundationType': 'Concrete', 'roofType': 'Roll Composition', 'unitCount': 1}"
343,4.0,2114.0,2.5,3485.0,{}
344,3.0,1860.0,2.0,0.0,unknown
345,4.0,2042.0,2.5,5968.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt'}"
346,4.0,1527.0,3.0,8100.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'roofType': 'Shingle', 'unitCount': 1}"
347,3.0,1872.0,2.5,15682.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}"
348,0.0,0.0,0.0,0.0,{}
349,0.0,562.0,0.0,562.0,"{'architectureType': 'Condo / Apartment', 'floorCount': 1, 'unitCount': 1}"
350,0.0,1189.0,1.0,7250.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}"
351,0.0,0.0,0.0,0.0,{}
352,0.0,1848.0,2.5,7841.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}"
353,0.0,1812.0,2.0,5819.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}"
354,2.0,792.0,1.0,4356.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roomCount': 4, 'unitCount': 1}"
355,3.0,1104.0,2.0,111514.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Masonry', 'heating': True, 'roofType': 'Shingle', 'roomCount': 5, 'unitCount': 1}"
356,4.0,2184.0,2.0,10019.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 10, 'unitCount': 2}"
357,3.0,1289.0,1.0,1448.0,"{'architectureType': 'Condo / Apartment', 'exteriorType': 'Brick', 'floorCount': 2, 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 6, 'unitCount': 1, 'viewType': 'Average'}"
358,4.0,3253.0,3.0,11400.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}"
359,0.0,0.0,0.0,0.0,{}
360,3.0,1038.0,1.0,8712.0,"{'heating': True, 'heatingType': 'Forced Air'}"
361,3.0,1048.0,0.0,5053.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}"
362,0.0,1077.0,2.0,12197.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'unitCount': 1}"
363,5.0,3078.0,2.0,0.0,{}
364,0.0,0.0,0.0,0.0,{}
365,4.0,1422.0,1.0,3750.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}"
366,3.0,1938.0,2.0,9583.0,"{'cooling': True, 'coolingType': 'Wall', 'exteriorType': 'Wood', 'fireplace': True, 'foundationType': 'Footing', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1}"
367,3.0,1320.0,1.0,19515.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}"
368,0.0,0.0,0.0,2614.0,{}
369,0.0,0.0,0.0,0.0,{}
370,3.0,2030.0,2.5,6770.0,"{'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}"
371,3.0,1060.0,2.0,7475.0,"{'architectureType': 'Modern', 'cooling': True, 'coolingType': 'Evaporative', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}"
372,0.0,0.0,0.0,0.0,{}
373,0.0,0.0,0.0,0.0,{}
374,0.0,0.0,0.0,0.0,{}
375,2.0,1046.0,1.0,2614.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 4, 'unitCount': 1}"
376,0.0,0.0,0.0,0.0,{}
377,4.0,2556.0,3.0,5576.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}"
378,0.0,0.0,0.0,0.0,{}
379,0.0,0.0,0.0,0.0,{}
380,4.0,1594.0,2.0,13504.0,"{'cooling': True, 'coolingType': 'Package', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Block', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Floor / Wall', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}"
381,4.0,5627.0,4.0,43124.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageSpaces': 8, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Asphalt', 'unitCount': 1}"
382,0.0,3031.0,2.0,13499.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 3, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Asphalt', 'roomCount': 10, 'unitCount': 1}"
383,3.0,2617.0,1.0,43560.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 3, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}"
384,3.0,1966.0,2.5,6534.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Concrete Block', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 2}"
385,0.0,0.0,0.0,0.0,unknown
386,0.0,0.0,0.0,0.0,{}
387,3.0,3695.0,4.0,19166.0,"{'architectureType': 'Ranch', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'roomCount': 7}"
388,4.0,1861.0,2.5,3920.0,"{'architectureType': '2+ Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 7, 'unitCount': 1}"
389,3.0,1210.0,2.0,5460.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5}"
390,3.0,2498.0,2.0,6098.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True}"
391,4.0,3203.0,5.0,41208.0,"{'architectureType': 'Ranch / Rambler', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Brick', 'garage': True, 'garageSpaces': 2, 'garageType': 'OTHER', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle'}"
392,0.0,0.0,0.0,0.0,{}
393,0.0,1188.0,1.0,0.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt'}"
394,4.0,2450.0,3.0,7220.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 8, 'unitCount': 1}"
395,3.0,2392.0,2.5,10455.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}"
396,0.0,2624.0,3.0,33541.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle'}"
397,5.0,2603.0,2.0,3930.0,"{'architectureType': 'Traditional', 'exteriorType': 'Composition', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'heating': True}"
398,4.0,2278.0,2.5,10890.0,unknown
399,0.0,0.0,0.0,0.0,{}
400,3.0,2161.0,2.0,3560.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}"
401,0.0,0.0,0.0,0.0,{}
402,3.0,1493.0,2.0,6094.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}"
403,2.0,1120.0,2.0,1104.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'roofType': 'Tile', 'unitCount': 1}"
404,3.0,1243.0,2.5,9453.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Shingle', 'roomCount': 5, 'unitCount': 1}"
405,4.0,2244.0,1.5,12740.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 11, 'unitCount': 1}"
406,4.0,1646.0,2.0,6970.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}"
